mes,area,subarea,tipo_programa,actividad,programado,ejecutado,responsable
Setiembre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de sismo,1,1,Jefe de SST
Setiembre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de incendio en taller,2,2,Supervisor de área
Setiembre,HONDA AUTOS,POSVENTA,Simulacros,Simulacro de incendio en taller,4,2,Médico ocupacional
Setiembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Simulacros,Simulacro de incendio en taller,2,2,Médico ocupacional
Setiembre,CORPORATIVO,MARKETING,Simulacros,Simulacro de incendio en taller,4,3,Jefe de SST
Setiembre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de derrame de sustancias peligrosas,4,4,CSST
Setiembre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de derrame de sustancias peligrosas,4,3,CSST
Setiembre,HONDA AUTOS,OPERACIONES,Simulacros,Simulacro de derrame de sustancias peligrosas,4,3,Jefe de SST
Setiembre,CORPORATIVO,MARKETING,Simulacros,Simulacro de derrame de sustancias peligrosas,3,2,Supervisor de área
Setiembre,CORPORATIVO,MARKETING,Salud ocupacional,Exámenes médicos ocupacionales,3,3,Supervisor de área
Setiembre,HONDA AUTOS,POSVENTA,Salud ocupacional,Exámenes médicos ocupacionales,1,1,Médico ocupacional
Setiembre,HONDA MOTOS,HONDA MOTOS,Salud ocupacional,Exámenes médicos ocupacionales,2,1,Jefe de SST
Setiembre,HONDA AUTOS,VENTAS,Salud ocupacional,Exámenes médicos ocupacionales,2,2,Médico ocupacional
Setiembre,CORPORATIVO,ALMACEN,Salud ocupacional,Campaña de pausas activas,1,1,CSST
Setiembre,GENERAL,GENERAL,Salud ocupacional,Campaña de pausas activas,3,1,Jefe de SST
Setiembre,HONDA MOTOS,HONDA MOTOS,Salud ocupacional,Campaña de pausas activas,1,1,Jefe de SST
Setiembre,HONDA AUTOS,VENTAS,Salud ocupacional,Campaña de pausas activas,1,0,Supervisor de área
Setiembre,HONDA AUTOS,VENTAS,Salud ocupacional,Evaluación de riesgo psicosocial,3,1,Supervisor de área
Setiembre,HONDA AUTOS,OPERACIONES,Salud ocupacional,Evaluación de riesgo psicosocial,1,1,CSST
Setiembre,GENERAL,GENERAL,Salud ocupacional,Evaluación de riesgo psicosocial,1,0,Supervisor de área
Setiembre,CORPORATIVO,ALMACEN,Salud ocupacional,Evaluación de riesgo psicosocial,4,4,Supervisor de área
Setiembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Monitoreos ocupacionales,Monitoreo de ruido,3,3,Jefe de SST
Setiembre,HONDA MOTOS,HONDA MOTOS,Monitoreos ocupacionales,Monitoreo de ruido,3,2,Supervisor de área
Setiembre,GENERAL,GENERAL,Monitoreos ocupacionales,Monitoreo de ruido,4,4,CSST
Setiembre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Monitoreo de ruido,4,3,CSST
Setiembre,GENERAL,GENERAL,Monitoreos ocupacionales,Monitoreo de agentes químicos,2,2,Supervisor de área
Setiembre,HONDA MOTOS,HONDA MOTOS,Monitoreos ocupacionales,Monitoreo de agentes químicos,2,1,Médico ocupacional
Setiembre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Monitoreo de agentes químicos,4,4,CSST
Setiembre,HONDA AUTOS,VENTAS,Monitoreos ocupacionales,Monitoreo de agentes químicos,2,2,CSST
Setiembre,CORPORATIVO,MARKETING,Monitoreos ocupacionales,Evaluación ergonómica de puestos,2,2,Jefe de SST
Setiembre,HONDA MOTOS,HONDA MOTOS,Monitoreos ocupacionales,Evaluación ergonómica de puestos,1,1,Jefe de SST
Setiembre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Evaluación ergonómica de puestos,3,2,Jefe de SST
Setiembre,GENERAL,GENERAL,Monitoreos ocupacionales,Evaluación ergonómica de puestos,4,3,CSST
Setiembre,HONDA AUTOS,POSVENTA,Observaciones preventivas,Observación preventiva de conducta,4,4,CSST
Setiembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Observaciones preventivas,Observación preventiva de conducta,2,0,Supervisor de área
Setiembre,GENERAL,GENERAL,Observaciones preventivas,Observación preventiva de conducta,3,2,Jefe de SST
Setiembre,CORPORATIVO,MARKETING,Observaciones preventivas,Observación preventiva de conducta,4,4,Supervisor de área
Setiembre,CORPORATIVO,ALMACEN,Observaciones preventivas,Reporte de actos y condiciones inseguras,4,3,Jefe de SST
Setiembre,GENERAL,GENERAL,Observaciones preventivas,Reporte de actos y condiciones inseguras,4,3,Supervisor de área
Setiembre,HONDA AUTOS,VENTAS,Observaciones preventivas,Reporte de actos y condiciones inseguras,4,4,Jefe de SST
Setiembre,CORPORATIVO,MARKETING,Observaciones preventivas,Reporte de actos y condiciones inseguras,4,3,Médico ocupacional
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección planeada de taller,3,2,Médico ocupacional
Octubre,CORPORATIVO,MARKETING,Inspecciones,Inspección planeada de taller,3,3,Médico ocupacional
Octubre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección planeada de taller,4,3,CSST
Octubre,CORPORATIVO,ALMACEN,Inspecciones,Inspección planeada de taller,2,1,CSST
Octubre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección de equipos de emergencia,2,2,CSST
Octubre,HONDA MOTOS,HONDA MOTOS,Inspecciones,Inspección de equipos de emergencia,3,2,Supervisor de área
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección de equipos de emergencia,3,3,Médico ocupacional
Octubre,CORPORATIVO,ALMACEN,Inspecciones,Inspección de equipos de emergencia,1,1,Jefe de SST
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección preoperacional de montacargas,3,2,Médico ocupacional
Octubre,GENERAL,GENERAL,Inspecciones,Inspección preoperacional de montacargas,4,3,Médico ocupacional
Octubre,HONDA MOTOS,HONDA MOTOS,Inspecciones,Inspección preoperacional de montacargas,3,3,CSST
Octubre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección preoperacional de montacargas,4,4,Jefe de SST
Octubre,HONDA MOTOS,HONDA MOTOS,Capacitación,Ejecución del programa anual de capacitación,4,2,Supervisor de área
Octubre,HONDA AUTOS,VENTAS,Capacitación,Ejecución del programa anual de capacitación,2,1,Médico ocupacional
Octubre,GENERAL,GENERAL,Capacitación,Ejecución del programa anual de capacitación,4,3,CSST
Octubre,HONDA AUTOS,OPERACIONES,Capacitación,Ejecución del programa anual de capacitación,1,1,CSST
Octubre,CORPORATIVO,MARKETING,Simulacros,Simulacro de sismo,2,2,CSST
Octubre,HONDA AUTOS,OPERACIONES,Simulacros,Simulacro de sismo,3,2,Médico ocupacional
Octubre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de sismo,2,1,CSST
Octubre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de sismo,2,1,Supervisor de área
Octubre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de incendio en taller,1,1,Jefe de SST
Octubre,HONDA AUTOS,POSVENTA,Simulacros,Simulacro de incendio en taller,4,4,Jefe de SST
Octubre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de incendio en taller,3,1,Jefe de SST
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Simulacros,Simulacro de incendio en taller,3,2,Jefe de SST
Octubre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de derrame de sustancias peligrosas,2,1,CSST
Octubre,CORPORATIVO,MARKETING,Simulacros,Simulacro de derrame de sustancias peligrosas,2,1,Supervisor de área
Octubre,GENERAL,GENERAL,Simulacros,Simulacro de derrame de sustancias peligrosas,4,3,Jefe de SST
Octubre,HONDA AUTOS,POSVENTA,Simulacros,Simulacro de derrame de sustancias peligrosas,2,2,Jefe de SST
Octubre,HONDA AUTOS,VENTAS,Salud ocupacional,Exámenes médicos ocupacionales,4,3,Médico ocupacional
Octubre,GENERAL,GENERAL,Salud ocupacional,Exámenes médicos ocupacionales,1,0,Jefe de SST
Octubre,CORPORATIVO,ALMACEN,Salud ocupacional,Exámenes médicos ocupacionales,3,3,Supervisor de área
Octubre,HONDA AUTOS,POSVENTA,Salud ocupacional,Exámenes médicos ocupacionales,3,3,Supervisor de área
Octubre,HONDA AUTOS,VENTAS,Salud ocupacional,Campaña de pausas activas,1,1,Supervisor de área
Octubre,HONDA AUTOS,OPERACIONES,Salud ocupacional,Campaña de pausas activas,4,3,Médico ocupacional
Octubre,CORPORATIVO,MARKETING,Salud ocupacional,Campaña de pausas activas,1,1,Supervisor de área
Octubre,GENERAL,GENERAL,Salud ocupacional,Campaña de pausas activas,4,3,Jefe de SST
Octubre,GENERAL,GENERAL,Salud ocupacional,Evaluación de riesgo psicosocial,2,2,Jefe de SST
Octubre,HONDA AUTOS,VENTAS,Salud ocupacional,Evaluación de riesgo psicosocial,2,1,Supervisor de área
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Salud ocupacional,Evaluación de riesgo psicosocial,3,3,Médico ocupacional
Octubre,HONDA AUTOS,POSVENTA,Salud ocupacional,Evaluación de riesgo psicosocial,3,2,CSST
Octubre,GENERAL,GENERAL,Monitoreos ocupacionales,Monitoreo de ruido,2,1,CSST
Octubre,HONDA AUTOS,VENTAS,Monitoreos ocupacionales,Monitoreo de ruido,4,2,Médico ocupacional
Octubre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Monitoreo de ruido,1,1,Jefe de SST
Octubre,HONDA MOTOS,HONDA MOTOS,Monitoreos ocupacionales,Monitoreo de ruido,2,2,CSST
Octubre,CORPORATIVO,ALMACEN,Monitoreos ocupacionales,Monitoreo de agentes químicos,4,3,CSST
Octubre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Monitoreo de agentes químicos,1,1,Médico ocupacional
Octubre,HONDA AUTOS,VENTAS,Monitoreos ocupacionales,Monitoreo de agentes químicos,3,2,Jefe de SST
Octubre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Monitoreo de agentes químicos,1,0,CSST
Octubre,HONDA MOTOS,HONDA MOTOS,Monitoreos ocupacionales,Evaluación ergonómica de puestos,3,3,Supervisor de área
Octubre,GENERAL,GENERAL,Monitoreos ocupacionales,Evaluación ergonómica de puestos,4,4,CSST
Octubre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Evaluación ergonómica de puestos,1,1,Supervisor de área
Octubre,CORPORATIVO,ALMACEN,Monitoreos ocupacionales,Evaluación ergonómica de puestos,2,0,Supervisor de área
Octubre,HONDA AUTOS,POSVENTA,Observaciones preventivas,Observación preventiva de conducta,2,1,Médico ocupacional
Octubre,GENERAL,GENERAL,Observaciones preventivas,Observación preventiva de conducta,4,4,Supervisor de área
Octubre,HONDA AUTOS,OPERACIONES,Observaciones preventivas,Observación preventiva de conducta,3,3,Supervisor de área
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Observaciones preventivas,Observación preventiva de conducta,4,3,Supervisor de área
Octubre,HONDA CORPORATIVO,HONDA CORPORATIVO,Observaciones preventivas,Reporte de actos y condiciones inseguras,2,1,Supervisor de área
Octubre,HONDA MOTOS,HONDA MOTOS,Observaciones preventivas,Reporte de actos y condiciones inseguras,3,2,Médico ocupacional
Octubre,GENERAL,GENERAL,Observaciones preventivas,Reporte de actos y condiciones inseguras,3,2,Supervisor de área
Octubre,HONDA AUTOS,POSVENTA,Observaciones preventivas,Reporte de actos y condiciones inseguras,4,3,Supervisor de área
Noviembre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección planeada de taller,1,0,CSST
Noviembre,CORPORATIVO,ALMACEN,Inspecciones,Inspección planeada de taller,4,4,Supervisor de área
Noviembre,HONDA AUTOS,VENTAS,Inspecciones,Inspección planeada de taller,3,3,Médico ocupacional
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección planeada de taller,1,0,Supervisor de área
Noviembre,HONDA MOTOS,HONDA MOTOS,Inspecciones,Inspección de equipos de emergencia,1,0,CSST
Noviembre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección de equipos de emergencia,3,3,Jefe de SST
Noviembre,HONDA AUTOS,POSVENTA,Inspecciones,Inspección de equipos de emergencia,3,3,Supervisor de área
Noviembre,HONDA AUTOS,VENTAS,Inspecciones,Inspección de equipos de emergencia,3,3,Médico ocupacional
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección preoperacional de montacargas,2,2,Supervisor de área
Noviembre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección preoperacional de montacargas,1,1,CSST
Noviembre,HONDA MOTOS,HONDA MOTOS,Inspecciones,Inspección preoperacional de montacargas,4,4,Médico ocupacional
Noviembre,CORPORATIVO,MARKETING,Inspecciones,Inspección preoperacional de montacargas,2,1,CSST
Noviembre,HONDA AUTOS,POSVENTA,Capacitación,Ejecución del programa anual de capacitación,3,2,Supervisor de área
Noviembre,GENERAL,GENERAL,Capacitación,Ejecución del programa anual de capacitación,1,0,Jefe de SST
Noviembre,HONDA AUTOS,OPERACIONES,Capacitación,Ejecución del programa anual de capacitación,2,1,Supervisor de área
Noviembre,HONDA AUTOS,VENTAS,Capacitación,Ejecución del programa anual de capacitación,3,3,Médico ocupacional
Noviembre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de sismo,2,1,Médico ocupacional
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Simulacros,Simulacro de sismo,3,2,CSST
Noviembre,HONDA AUTOS,OPERACIONES,Simulacros,Simulacro de sismo,1,1,CSST
Noviembre,HONDA AUTOS,POSVENTA,Simulacros,Simulacro de sismo,1,0,Jefe de SST
Noviembre,HONDA MOTOS,HONDA MOTOS,Simulacros,Simulacro de incendio en taller,3,3,CSST
Noviembre,CORPORATIVO,MARKETING,Simulacros,Simulacro de incendio en taller,1,0,Médico ocupacional
Noviembre,HONDA AUTOS,VENTAS,Simulacros,Simulacro de incendio en taller,2,2,Jefe de SST
Noviembre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de incendio en taller,3,2,Médico ocupacional
Noviembre,CORPORATIVO,MARKETING,Simulacros,Simulacro de derrame de sustancias peligrosas,1,0,Supervisor de área
Noviembre,GENERAL,GENERAL,Simulacros,Simulacro de derrame de sustancias peligrosas,4,2,Supervisor de área
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Simulacros,Simulacro de derrame de sustancias peligrosas,4,4,Jefe de SST
Noviembre,HONDA MOTOS,HONDA MOTOS,Simulacros,Simulacro de derrame de sustancias peligrosas,3,3,Supervisor de área
Noviembre,HONDA MOTOS,HONDA MOTOS,Salud ocupacional,Exámenes médicos ocupacionales,1,1,CSST
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Salud ocupacional,Exámenes médicos ocupacionales,3,2,Jefe de SST
Noviembre,HONDA AUTOS,OPERACIONES,Salud ocupacional,Exámenes médicos ocupacionales,2,0,CSST
Noviembre,HONDA AUTOS,POSVENTA,Salud ocupacional,Exámenes médicos ocupacionales,2,2,Médico ocupacional
Noviembre,GENERAL,GENERAL,Salud ocupacional,Campaña de pausas activas,1,0,Médico ocupacional
Noviembre,HONDA AUTOS,POSVENTA,Salud ocupacional,Campaña de pausas activas,2,0,CSST
Noviembre,CORPORATIVO,MARKETING,Salud ocupacional,Campaña de pausas activas,3,3,Supervisor de área
Noviembre,CORPORATIVO,ALMACEN,Salud ocupacional,Campaña de pausas activas,2,2,Jefe de SST
Noviembre,CORPORATIVO,ALMACEN,Salud ocupacional,Evaluación de riesgo psicosocial,4,3,Supervisor de área
Noviembre,GENERAL,GENERAL,Salud ocupacional,Evaluación de riesgo psicosocial,1,0,CSST
Noviembre,HONDA AUTOS,POSVENTA,Salud ocupacional,Evaluación de riesgo psicosocial,1,1,Médico ocupacional
Noviembre,CORPORATIVO,MARKETING,Salud ocupacional,Evaluación de riesgo psicosocial,2,2,Jefe de SST
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Monitoreos ocupacionales,Monitoreo de ruido,3,2,Jefe de SST
Noviembre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Monitoreo de ruido,2,2,Médico ocupacional
Noviembre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Monitoreo de ruido,4,3,CSST
Noviembre,HONDA AUTOS,VENTAS,Monitoreos ocupacionales,Monitoreo de ruido,3,3,Jefe de SST
Noviembre,HONDA AUTOS,VENTAS,Monitoreos ocupacionales,Monitoreo de agentes químicos,1,0,CSST
Noviembre,GENERAL,GENERAL,Monitoreos ocupacionales,Monitoreo de agentes químicos,3,3,Médico ocupacional
Noviembre,HONDA MOTOS,HONDA MOTOS,Monitoreos ocupacionales,Monitoreo de agentes químicos,4,3,Supervisor de área
Noviembre,CORPORATIVO,MARKETING,Monitoreos ocupacionales,Monitoreo de agentes químicos,3,3,CSST
Noviembre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Evaluación ergonómica de puestos,3,1,Supervisor de área
Noviembre,CORPORATIVO,MARKETING,Monitoreos ocupacionales,Evaluación ergonómica de puestos,1,1,Jefe de SST
Noviembre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Evaluación ergonómica de puestos,1,0,Supervisor de área
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Monitoreos ocupacionales,Evaluación ergonómica de puestos,3,3,Supervisor de área
Noviembre,HONDA AUTOS,OPERACIONES,Observaciones preventivas,Observación preventiva de conducta,3,2,Supervisor de área
Noviembre,HONDA AUTOS,VENTAS,Observaciones preventivas,Observación preventiva de conducta,3,3,Supervisor de área
Noviembre,CORPORATIVO,MARKETING,Observaciones preventivas,Observación preventiva de conducta,3,3,CSST
Noviembre,GENERAL,GENERAL,Observaciones preventivas,Observación preventiva de conducta,3,3,Jefe de SST
Noviembre,HONDA AUTOS,VENTAS,Observaciones preventivas,Reporte de actos y condiciones inseguras,1,1,Médico ocupacional
Noviembre,GENERAL,GENERAL,Observaciones preventivas,Reporte de actos y condiciones inseguras,4,3,Supervisor de área
Noviembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Observaciones preventivas,Reporte de actos y condiciones inseguras,3,2,Jefe de SST
Noviembre,HONDA MOTOS,HONDA MOTOS,Observaciones preventivas,Reporte de actos y condiciones inseguras,2,0,Supervisor de área
Diciembre,HONDA AUTOS,OPERACIONES,Inspecciones,Inspección planeada de taller,1,1,Médico ocupacional
Diciembre,HONDA AUTOS,POSVENTA,Inspecciones,Inspección planeada de taller,4,4,Supervisor de área
Diciembre,HONDA MOTOS,HONDA MOTOS,Inspecciones,Inspección planeada de taller,3,3,Jefe de SST
Diciembre,CORPORATIVO,MARKETING,Inspecciones,Inspección planeada de taller,4,4,CSST
Diciembre,HONDA AUTOS,POSVENTA,Inspecciones,Inspección de equipos de emergencia,4,4,Jefe de SST
Diciembre,CORPORATIVO,MARKETING,Inspecciones,Inspección de equipos de emergencia,4,4,Supervisor de área
Diciembre,HONDA AUTOS,VENTAS,Inspecciones,Inspección de equipos de emergencia,2,1,CSST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección de equipos de emergencia,1,0,CSST
Diciembre,HONDA MOTOS,HONDA MOTOS,Inspecciones,Inspección preoperacional de montacargas,3,2,Médico ocupacional
Diciembre,GENERAL,GENERAL,Inspecciones,Inspección preoperacional de montacargas,4,3,Supervisor de área
Diciembre,HONDA AUTOS,VENTAS,Inspecciones,Inspección preoperacional de montacargas,4,3,Jefe de SST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Inspecciones,Inspección preoperacional de montacargas,1,0,CSST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Capacitación,Ejecución del programa anual de capacitación,3,2,Supervisor de área
Diciembre,GENERAL,GENERAL,Capacitación,Ejecución del programa anual de capacitación,3,3,Jefe de SST
Diciembre,CORPORATIVO,ALMACEN,Capacitación,Ejecución del programa anual de capacitación,2,2,Médico ocupacional
Diciembre,HONDA MOTOS,HONDA MOTOS,Capacitación,Ejecución del programa anual de capacitación,1,1,CSST
Diciembre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de sismo,4,3,CSST
Diciembre,HONDA AUTOS,OPERACIONES,Simulacros,Simulacro de sismo,1,1,Supervisor de área
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Simulacros,Simulacro de sismo,2,1,Jefe de SST
Diciembre,HONDA AUTOS,POSVENTA,Simulacros,Simulacro de sismo,2,2,Jefe de SST
Diciembre,HONDA MOTOS,HONDA MOTOS,Simulacros,Simulacro de incendio en taller,4,4,Médico ocupacional
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Simulacros,Simulacro de incendio en taller,2,1,Jefe de SST
Diciembre,CORPORATIVO,MARKETING,Simulacros,Simulacro de incendio en taller,1,0,Jefe de SST
Diciembre,HONDA AUTOS,OPERACIONES,Simulacros,Simulacro de incendio en taller,4,4,Jefe de SST
Diciembre,HONDA AUTOS,POSVENTA,Simulacros,Simulacro de derrame de sustancias peligrosas,2,2,Médico ocupacional
Diciembre,HONDA MOTOS,HONDA MOTOS,Simulacros,Simulacro de derrame de sustancias peligrosas,1,1,CSST
Diciembre,CORPORATIVO,MARKETING,Simulacros,Simulacro de derrame de sustancias peligrosas,1,0,Supervisor de área
Diciembre,CORPORATIVO,ALMACEN,Simulacros,Simulacro de derrame de sustancias peligrosas,1,1,Jefe de SST
Diciembre,HONDA AUTOS,VENTAS,Salud ocupacional,Exámenes médicos ocupacionales,4,4,Jefe de SST
Diciembre,CORPORATIVO,MARKETING,Salud ocupacional,Exámenes médicos ocupacionales,2,1,Jefe de SST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Salud ocupacional,Exámenes médicos ocupacionales,2,1,Jefe de SST
Diciembre,HONDA AUTOS,POSVENTA,Salud ocupacional,Exámenes médicos ocupacionales,3,3,CSST
Diciembre,CORPORATIVO,MARKETING,Salud ocupacional,Campaña de pausas activas,3,3,Supervisor de área
Diciembre,CORPORATIVO,ALMACEN,Salud ocupacional,Campaña de pausas activas,3,2,CSST
Diciembre,GENERAL,GENERAL,Salud ocupacional,Campaña de pausas activas,4,4,CSST
Diciembre,HONDA AUTOS,VENTAS,Salud ocupacional,Campaña de pausas activas,1,1,CSST
Diciembre,HONDA AUTOS,POSVENTA,Salud ocupacional,Evaluación de riesgo psicosocial,3,3,Supervisor de área
Diciembre,HONDA AUTOS,VENTAS,Salud ocupacional,Evaluación de riesgo psicosocial,4,4,Médico ocupacional
Diciembre,CORPORATIVO,MARKETING,Salud ocupacional,Evaluación de riesgo psicosocial,1,1,Médico ocupacional
Diciembre,GENERAL,GENERAL,Salud ocupacional,Evaluación de riesgo psicosocial,1,1,CSST
Diciembre,HONDA AUTOS,OPERACIONES,Monitoreos ocupacionales,Monitoreo de ruido,4,4,CSST
Diciembre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Monitoreo de ruido,3,2,Jefe de SST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Monitoreos ocupacionales,Monitoreo de ruido,1,1,Supervisor de área
Diciembre,GENERAL,GENERAL,Monitoreos ocupacionales,Monitoreo de ruido,4,3,Médico ocupacional
Diciembre,HONDA AUTOS,VENTAS,Monitoreos ocupacionales,Monitoreo de agentes químicos,2,1,Médico ocupacional
Diciembre,CORPORATIVO,ALMACEN,Monitoreos ocupacionales,Monitoreo de agentes químicos,4,4,Médico ocupacional
Diciembre,GENERAL,GENERAL,Monitoreos ocupacionales,Monitoreo de agentes químicos,4,4,Jefe de SST
Diciembre,CORPORATIVO,MARKETING,Monitoreos ocupacionales,Monitoreo de agentes químicos,3,3,Supervisor de área
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Monitoreos ocupacionales,Evaluación ergonómica de puestos,1,1,Supervisor de área
Diciembre,HONDA AUTOS,POSVENTA,Monitoreos ocupacionales,Evaluación ergonómica de puestos,3,1,Médico ocupacional
Diciembre,GENERAL,GENERAL,Monitoreos ocupacionales,Evaluación ergonómica de puestos,3,2,Médico ocupacional
Diciembre,CORPORATIVO,MARKETING,Monitoreos ocupacionales,Evaluación ergonómica de puestos,4,4,CSST
Diciembre,HONDA AUTOS,VENTAS,Observaciones preventivas,Observación preventiva de conducta,3,3,Jefe de SST
Diciembre,HONDA AUTOS,OPERACIONES,Observaciones preventivas,Observación preventiva de conducta,2,1,Jefe de SST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Observaciones preventivas,Observación preventiva de conducta,2,0,Supervisor de área
Diciembre,HONDA MOTOS,HONDA MOTOS,Observaciones preventivas,Observación preventiva de conducta,3,2,CSST
Diciembre,HONDA AUTOS,POSVENTA,Observaciones preventivas,Reporte de actos y condiciones inseguras,2,0,Jefe de SST
Diciembre,HONDA CORPORATIVO,HONDA CORPORATIVO,Observaciones preventivas,Reporte de actos y condiciones inseguras,1,1,Médico ocupacional
Diciembre,HONDA AUTOS,OPERACIONES,Observaciones preventivas,Reporte de actos y condiciones inseguras,1,1,CSST
Diciembre,CORPORATIVO,MARKETING,Observaciones preventivas,Reporte de actos y condiciones inseguras,2,2,Jefe de SST
